序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
107,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,31,臺中市,梧棲區,0,1,0,7,1,8,40,14,8,1,5,4,5,5,4,4,1,4,1,1,16,51,3,10,3,1,B03,7,1,1,8,2,4,,51,6,1,6,4,B03,120.542817,24.24737,2
108,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,33,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,9,58,,,,,C03,,,1,,1,,,58,,1,12,4,C03,120.659525,24.164471,3
109,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,38,臺中市,東勢區,0,1,0,7,1,6,50,13,8,1,5,4,6,6,4,4,5,5,4,1,17,7,2,9,1,1,C03,7,9,3,19,2,11,,7,7,1,12,4,C03,120.824908,24.26647,2
110,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,41,臺中市,北屯區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,11,2,9,5,4,B03,7,6,1,8,2,5,,11,11,1,6,4,B03,120.698786,24.170272,2
111,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,45,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B02,,,1,,1,,,7,,1,13,4,B02,120.636729,24.171143,3
112,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,47,臺中市,北屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,12,51,3,10,3,1,B03,7,1,1,8,2,4,,51,51,1,12,4,B03,120.69394,24.182926,2
113,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,49,臺中市,大里區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,14,3,10,3,1,B12,7,5,1,8,2,4,,14,14,1,12,4,B12,120.703847,24.097263,2
114,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,50,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,11,,,,,B03,,,1,,1,,,11,,1,6,4,B03,120.664299,24.146701,3
115,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,55,臺中市,西區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,12,40,3,10,3,1,B03,7,7,1,8,2,2,,40,40,1,6,4,B03,120.657378,24.149477,2
116,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,55,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,7,1,12,4,B03,120.68615,24.181608,3
117,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,55,臺中市,豐原區,0,3,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,20,2,7,1,1,C03,7,9,1,10,2,13,12,20,20,1,6,4,C03,120.715284,24.253033,2
118,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,11,57,臺中市,東區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,51,2,9,2,1,C03,7,1,1,10,2,14,,51,51,1,12,4,C03,120.701085,24.143942,2
119,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,0,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,14,,,,,C03,,,1,,2,,,14,14,1,13,4,C03,120.610274,24.134642,3
120,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,4,臺中市,龍井區,0,0,0,7,,,70,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,84,1,6,4,B03,,,3
121,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,4,臺中市,清水區,0,2,0,7,3,9,50,4,1,1,5,4,6,6,1,1,8,3,4,1,17,11,2,9,1,1,C03,7,9,3,19,2,11,,20,11,1,12,4,C03,120.564121,24.26961,2
122,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,5,臺中市,沙鹿區,0,2,0,7,3,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,C03,120.567326,24.252868,2
123,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,5,臺中市,豐原區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,4,3,4,2,16,11,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,13,4,B03,120.733623,24.255427,2
124,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,10,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,3,3,4,4,1,4,5,1,13,56,2,9,1,1,C03,7,9,1,10,2,11,,56,56,1,12,2,C03,120.679242,24.110544,2
125,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,10,臺中市,清水區,0,0,0,8,,,30,,,,,,,,,,,,,,30,58,,,,,B03,,,1,,2,,,58,58,1,12,4,B03,120.537777,24.273255,3
126,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,11,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,17,75,,,,,B03,,,1,,2,,,87,75,1,13,4,B03,120.70783,24.102828,3
127,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,12,臺中市,南屯區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,4,3,3,1,18,39,2,9,2,1,C03,7,9,1,10,7,14,,39,39,1,12,4,C03,120.620965,24.151641,2
128,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,12,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,39,,,,,B03,,,1,,1,,,39,,1,13,4,B03,120.640803,24.16505,3
129,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,16,臺中市,豐原區,0,0,0,7,,,40,,,,,,,,,,,,,,,8,,,,,C03,,,1,,2,,,8,,1,12,4,C03,120.716467,24.265919,3
130,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,17,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,35,47,,,,,B03,,,5,,1,,,47,,1,13,4,B03,120.683716,24.161149,3
131,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,20,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,39,,,,,B03,,,1,,1,,,39,,1,8,4,B03,120.56828,24.238819,3
132,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,24,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,17,56,,,,,B03,,,1,,2,,,56,,1,6,4,B03,120.679399,24.12407,3
133,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,24,臺中市,大甲區,0,2,0,7,2,6,70,3,1,1,5,4,6,6,4,4,1,5,5,2,12,51,3,10,3,1,B03,7,1,1,8,2,7,,51,51,1,12,4,B03,120.650695,24.380136,2
134,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,25,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,A12,,,1,,2,,,7,,1,6,4,A12,,,3
135,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,36,臺中市,西屯區,0,2,0,7,2,6,50,3,2,1,5,4,6,6,1,1,5,4,5,2,16,11,2,8,1,1,C03,7,6,1,10,1,13,,11,11,1,13,4,C03,120.643601,24.200318,2
136,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,43,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,20,3,10,5,1,B03,7,6,1,8,2,5,2,20,20,1,13,4,B03,120.652988,24.150881,2
137,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,45,臺中市,東區,0,3,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,16,14,2,9,1,1,C03,7,5,1,10,2,11,,14,14,1,12,4,C03,120.689466,24.146325,2
138,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,46,臺中市,北區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,1,4,5,2,16,14,3,10,3,1,B03,7,5,1,8,2,5,,14,14,1,12,4,B03,120.67719,24.152216,2
139,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,50,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,58,,,,,B03,,,1,8,1,,,58,58,1,12,4,B03,120.648167,24.123412,3
140,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,52,臺中市,東區,0,1,0,7,3,6,50,13,24,1,5,4,6,6,4,4,9,5,4,2,17,84,3,10,3,1,B03,7,9,1,8,2,1,,84,84,1,12,4,B03,120.685897,24.135723,2
141,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,56,臺中市,龍井區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,12,3,10,5,4,B03,7,9,1,8,2,5,,12,12,1,12,4,B03,120.535804,24.211249,2
142,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,12,58,臺中市,東區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,9,5,4,2,13,7,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.689798,24.132141,2
143,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,3,臺中市,北區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,2,1,10,4,5,2,18,87,3,10,1,1,C03,7,9,1,10,2,16,,21,87,1,12,2,C03,120.670549,24.164924,2
144,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,3,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,11,20,,,,,B03,,,1,,2,,,20,,1,12,4,B03,120.714343,24.149312,3
145,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,6,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,13,5,B03,120.642909,24.142996,3
146,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,11,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.664936,24.178033,3
147,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,14,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,14,50,,,,,B03,,,1,,2,,,50,,1,12,4,B03,120.648167,24.123412,3
148,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,19,臺中市,西屯區,0,1,0,7,3,9,50,13,8,1,5,4,6,6,4,4,5,5,4,2,17,20,3,10,3,1,B03,7,5,1,8,2,2,,20,20,1,12,4,B03,120.637345,24.173538,2
149,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,20,臺中市,霧峰區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,11,2,9,1,1,C03,7,6,1,10,2,12,,11,11,1,5,4,C03,120.709285,24.080698,2
150,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,21,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,13,84,,,,,B03,,,1,,2,,,84,,1,6,4,B03,,,3
151,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,22,臺中市,西屯區,0,1,0,7,1,9,50,13,9,1,5,4,6,6,4,4,10,5,5,2,30,56,2,9,1,1,C03,7,6,3,19,2,12,,56,56,1,12,4,C03,120.64443,24.174358,2
152,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,24,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,40,,,,,B03,,,5,,9,,,40,,2,12,4,B03,120.670694,24.175252,3
153,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,25,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,16,24,,,,,B03,,,1,,2,,,24,,1,6,4,B03,120.694141,24.111733,3
154,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,29,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,1,,,49,,1,13,4,B03,120.616364,24.190958,3
155,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,30,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,1,,,7,,1,13,4,B03,120.646533,24.164886,3
156,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,31,臺中市,南屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,2,1,5,4,4,2,12,40,2,7,5,4,C03,7,8,1,10,2,11,,40,40,1,13,2,C03,120.635452,24.149944,2
157,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,33,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,9,59,,,,,B03,,,1,,1,,,59,59,1,12,4,B03,120.731261,24.159628,3
158,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,33,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,7,1,13,4,C03,120.655613,24.172449,3
159,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,35,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,49,,,,,A12,,,1,,2,,,49,,1,12,4,A12,120.544122,24.241414,4
160,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,36,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,30,50,,,,,C03,,,1,,2,,,50,,1,12,4,C03,120.681961,24.138827,3
161,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,38,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,84,,,,,C03,,,1,,2,,,84,84,1,13,4,C03,,,3
162,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,45,臺中市,北屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,3,95,2,9,6,5,H01,8,16,7,21,10,17,,95,95,1,13,5,H01,120.70791,24.165605,2
163,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,49,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,17,84,,,,,C03,,,1,,2,,,84,,1,13,4,C03,120.668432,24.163168,3
164,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,50,臺中市,龍井區,0,1,0,7,2,6,70,4,1,1,5,4,6,6,2,1,10,5,5,2,12,40,3,10,3,1,B03,7,7,1,8,2,2,,40,40,1,6,4,B03,120.587588,24.185627,2
165,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,51,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,17,86,,,,,B03,,,1,,1,,,86,,1,12,4,B03,120.662449,24.163578,3
166,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,52,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,17,51,,,,,B03,,,1,,9,,,51,,2,6,4,B03,120.68433,24.131326,3
167,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,13,58,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,12,40,,,,,B03,,,1,,2,,,40,40,1,13,4,B03,120.716899,24.175301,3
168,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,1,臺中市,南屯區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,1,1,1,2,2,2,17,7,3,10,3,1,B03,7,5,1,8,2,2,,7,7,1,12,4,B03,120.623241,24.137107,2
169,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,3,臺中市,后里區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,15,21,2,9,1,1,C03,7,9,3,19,2,11,,21,21,1,12,4,C03,120.716713,24.308488,2
170,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,7,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,8,,1,13,4,B03,120.645649,24.225285,3
171,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,8,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B12,,,1,,2,,,49,49,1,13,4,B12,120.638089,24.17987,3
172,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,10,臺中市,南區,0,0,0,7,2,6,50,4,1,1,5,4,3,6,1,1,10,5,5,2,17,84,3,10,3,1,B03,7,6,1,8,2,6,,84,84,1,6,4,B03,120.663909,24.11688,3
173,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,10,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,34,2,9,5,4,C03,7,4,1,10,2,12,11,34,34,1,6,4,C03,120.683832,24.17828,2
174,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,10,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,C03,,,1,,9,,,8,,1,13,4,C03,120.641076,24.167898,3
175,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,13,臺中市,東區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,20,3,10,2,1,C03,7,6,1,10,2,12,,20,20,1,12,4,C03,120.700776,24.12727,2
176,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,13,臺中市,太平區,0,1,0,7,3,6,50,4,4,1,5,4,6,6,1,1,5,4,5,2,13,7,3,10,2,1,C03,7,9,1,10,1,11,,7,7,1,12,4,C03,120.710504,24.149626,2
177,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,15,臺中市,大里區,0,0,0,7,2,6,50,13,8,1,5,4,6,6,4,4,5,5,4,2,17,50,,,,,B03,,,1,,2,,,50,,1,13,4,B03,120.67913,24.10753,3
178,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,23,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,1,,,8,,1,12,4,B03,120.559705,24.240324,3
179,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,25,臺中市,梧棲區,0,3,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,21,3,10,3,1,B03,7,9,1,8,2,5,,21,21,1,6,4,B03,120.537069,24.241984,2
180,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,29,臺中市,西區,0,1,0,7,3,6,50,4,4,1,5,4,6,6,2,1,5,5,5,2,13,58,3,10,5,1,B03,7,14,1,8,2,5,,58,58,1,6,4,B03,120.660186,24.146726,2
181,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,30,臺中市,北區,0,0,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,12,59,3,10,3,1,B03,7,9,1,8,2,5,,59,59,1,12,4,B03,120.682603,24.162368,3
182,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,31,臺中市,西屯區,0,2,0,7,2,6,40,3,1,1,5,4,6,6,4,4,10,5,5,2,16,7,2,9,1,1,C03,7,9,1,9,2,11,,7,7,1,13,4,C03,120.61754,24.182212,2
183,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,34,臺中市,太平區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,16,59,3,10,3,1,B12,7,6,1,8,2,4,,59,59,1,7,4,B12,120.734305,24.149451,2
184,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,36,臺中市,潭子區,0,0,0,8,,,80,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.696555,24.201,3
185,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,36,臺中市,西屯區,0,0,0,7,2,6,50,13,21,1,5,4,6,6,4,4,5,4,5,2,13,84,3,10,1,1,C03,7,9,1,10,1,11,,84,84,1,6,4,C03,120.636447,24.165105,3
186,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,39,臺中市,大安區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,48,2,9,1,1,C03,7,6,2,19,2,11,,48,48,1,6,4,C03,120.592256,24.337733,2
187,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,40,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,77,,,,,B03,,,1,,1,,,77,,1,12,4,B03,120.646454,24.173097,3
188,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,40,臺中市,太平區,0,0,0,8,,,80,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.710725,24.141557,3
189,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,43,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,2,6,1,1,C03,7,9,1,10,2,12,,15,15,1,12,4,C03,120.664305,24.149021,2
190,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,45,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,48,,,,,B03,,,1,,1,,,48,,1,13,4,B03,120.635521,24.172626,3
191,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,49,臺中市,烏日區,0,1,0,7,3,6,60,3,1,1,5,4,6,6,4,4,1,5,5,2,16,47,3,10,3,1,B03,7,5,1,8,2,5,,47,47,1,6,4,B03,120.644127,24.109543,2
192,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,50,臺中市,東區,0,3,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,12,85,2,9,1,1,C03,7,4,1,10,2,12,,85,85,1,12,4,C03,120.700827,24.127304,2
193,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,87,,,,,B12,,,1,,1,,,87,,1,13,4,B12,,,3
194,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,51,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,56,,,,,B03,,,5,,11,,,56,56,2,12,4,B03,120.68438,24.178119,3
195,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,53,臺中市,潭子區,0,0,0,8,,,40,,,,,,,,,,,,,,,58,,,,,B03,,,1,,2,,,58,,1,13,4,B03,120.701515,24.21627,3
196,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,14,56,臺中市,沙鹿區,0,0,0,8,,,60,,,,,,,,,,,,,,,20,,,,,B03,,,1,,2,,,20,,1,13,5,B03,120.569563,24.237414,3
197,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,0,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,49,,,,,B02,,,1,,2,,,49,,1,13,4,B02,120.642155,24.169112,3
198,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,3,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,87,,,,,,,,,,,,,87,,1,,,,120.695526,24.185204,3
199,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,3,臺中市,新社區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,8,,1,12,4,B03,120.808688,24.247773,3
200,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,3,臺中市,東勢區,0,0,0,6,,,40,,,,,,,,,,,,,,,49,,,,,B03,,,1,,2,,,49,,1,13,4,B03,120.759311,24.283859,3
201,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,7,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,119,,,,,,,,,,,,,119,,1,,,,,,3
202,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,9,臺中市,南區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,15,12,3,10,3,1,B03,7,9,1,8,2,5,,12,12,1,13,4,B03,120.652461,24.121825,2
203,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,9,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.697561,24.173613,3
204,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,10,臺中市,西屯區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,10,5,5,2,17,51,3,10,2,4,C01,7,1,1,9,2,15,,51,51,1,12,4,C01,120.645589,24.156082,2
205,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,14,臺中市,西屯區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,4,4,5,4,5,2,15,39,2,9,2,1,C03,7,9,1,10,2,12,,39,39,1,12,4,C03,120.61724,24.175711,2
206,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,15,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,51,,,,,B03,,,1,,2,,,51,,1,13,5,B03,120.6445,24.155541,3
207,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,15,臺中市,大里區,0,0,0,7,,,60,,,,,,,,,,,,,,12,11,,,,,B03,,,1,,2,,,11,,1,6,4,B03,,,3
208,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,20,臺中市,霧峰區,0,0,0,8,,,60,,,,,,,,,,,,,,12,40,,,,,B03,,,1,,2,,,40,,1,12,4,B03,120.659472,24.085017,3
209,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,22,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,3,5,2,17,84,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,12,4,C03,120.693429,24.163737,2
210,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,25,臺中市,南屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,5,4,4,2,18,84,2,9,5,4,C03,7,6,1,10,2,12,,84,84,1,13,4,C03,120.610001,24.131042,2
211,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,25,臺中市,霧峰區,0,1,0,7,1,6,60,4,1,1,5,4,6,6,4,4,1,4,4,1,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,C03,120.696491,24.068556,2
212,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,29,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,16,11,3,10,5,4,B03,7,6,1,8,2,16,,11,11,1,10,4,B03,120.72136,24.257953,2
213,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,30,臺中市,西區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,7,2,8,1,1,C03,7,9,1,10,2,12,,7,7,1,12,4,C03,120.670501,24.144625,2
214,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,33,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,1,,,59,,1,12,4,B03,,,3
215,66000,387130000C,(04)23274275,(04)23288582,2023,7,1,15,34,臺中市,北區,0,0,0,8,,,30,,,,,,,,,,,,,,9,87,,,,,B03,,,1,,1,,,87,,1,12,4,B03,120.685058,24.164247,3
